location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
South Sudan,Mental disorders,DALYs,53303,5.1,-1.2,10.7,77,73.8,98.2,17.9,15.5,3,2723.3,-642.3,5679.4,41055.7,39348.6,52331.9,9524,1613.5,8275
South Sudan,Substance use disorders,DALYs,4393.7,4.1,-10.1,13.7,94.5,133.6,98.3,1.4,-12,-23.5,178.5,-442.2,602.8,4154.1,4317.4,5870.1,61.1,-1034.1,-526.6
South Sudan,Diabetes and kidney diseases,DALYs,27519.1,9.6,-0.1,17.6,86.9,102.2,83.4,3.5,-1,-2.1,2642.7,-21.4,4836.6,23912.3,22959.5,28116.2,964.1,-277,-575.7
South Sudan,Skin and subcutaneous diseases,DALYs,19810.1,3.7,-0.8,8.6,100.4,87.2,89.3,-4.1,13.7,2.1,741.2,-160.7,1710.7,19886.7,17265.6,17684.2,-817.9,2705.2,415.1
South Sudan,Musculoskeletal disorders,DALYs,28287.3,11,17.7,2.4,85.4,100.9,73.9,3.5,-3.3,8.5,3116.6,4993.8,674.2,24168.7,20890.8,28538.3,1002,-925.2,2402.7
South Sudan,Injuries,DALYs,94234.2,-3.5,-138,20.5,137.2,453.5,83.2,-33.7,-215.4,-3.6,-3261.5,-130070,19293.1,129282.2,427310.6,78372.1,-31786.6,-203006.4,-3431
South Sudan,Transport injuries,DALYs,6212.9,26.9,-150.8,228.8,211.3,-2430.8,2745.6,-138.1,-2494.8,2302,1668.8,-9371.4,14214.6,13125.4,-151021.2,170582.9,-8581.3,-154998.6,143019.5
South Sudan,Self-harm and interpersonal violence,DALYs,85568.9,8.5,11.3,5.2,40,38.7,41.2,51.6,50,53.6,7243.2,4470.3,9695.3,34195.3,33130.9,35271.8,44130.5,42742.8,45826.8
South Sudan,Unintentional injuries,DALYs,2452.4,44.7,13.1,65.7,-79,-593.6,941.4,134.2,-854.6,627.9,1097.2,1610.4,321.9,-1936.8,-14557.3,23087.8,3292,-20957.4,15399.3
South Sudan,Sense organ diseases,DALYs,14782.3,4.7,-6.5,14.8,113.9,137.9,97.8,-18.6,-12.6,-31.4,691.7,-963.8,2194.1,16839.3,14452.4,20390.2,-2748.7,-1864.3,-4644.2
Botswana,All causes,DALYs,497313.2,66,60,75.5,-62.9,-116.4,-61.7,96.9,101.7,140.9,328182.4,298425.9,375642.3,-312962.9,-306768.4,-579062.3,482093.7,505655.7,700733.2
Botswana,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,190582.1,43.9,42,46.1,0.6,1.2,4.3,55.5,52.7,53.7,83693.8,80042.6,87841,1202,2269.9,8183.8,105686.3,100471.2,102355.8
Botswana,HIV/AIDS and sexually transmitted infections,DALYs,205399.2,38.9,38.1,39.8,27.3,26.6,29,33.8,32.8,33.6,79955.1,78339.1,81811.4,56006,54627.8,59626.7,69438.2,67433.5,68960
Botswana,Respiratory infections and tuberculosis,DALYs,26861.2,30.5,28.9,31.9,70.8,63.4,73.6,-1.3,-2.5,4.6,8188,7769.3,8581.4,19018.9,17037.5,19760.7,-345.6,-668.7,1242.3
Botswana,Enteric infections,DALYs,-29116.1,31.8,29.6,33.3,-2.6,-0.3,-7.6,70.8,67.1,78,-9259,-8622.9,-9685.2,768.9,2215.7,99.6,-20626.1,-19530.5,-22708.9
Botswana,Neglected tropical diseases and malaria,DALYs,-2358.1,127.5,-700.8,882.3,533,-4162.8,5105,-560.5,-5887.3,4963.6,-3005.8,-20804.4,16525.3,-12569.3,-120379,98162.3,13217,-117045.7,138825.3
Botswana,Maternal and neonatal disorders,DALYs,7676.8,125.9,448.6,81.9,-100,-471.8,-55,74,123.3,73.1,9668,34435.3,6287.1,-7675.3,-36222.3,-4223.9,5684.1,5613.7,9463.9
Botswana,Nutritional deficiencies,DALYs,613.6,130.3,336.2,87,-192.3,-105.6,-560.5,162,118.6,324.3,799.6,2062.8,533.7,-1180,-3439.3,-647.9,994,1990.1,727.9
Botswana,Non-communicable diseases,DALYs,237670.1,30,27.9,32,62.9,61.4,68.1,7,4,6.6,71406.8,66428.6,76018.6,149609.4,145986.3,161796.9,16653.9,15665.2,9444.6
Botswana,Neoplasms,DALYs,40840.6,26.6,21.1,31.1,73.5,67.3,75.9,-0.1,1.6,3.1,10862.2,12689.4,8597,30025.1,27489.8,30992.4,-46.7,1251.2,661.5
Botswana,Cardiovascular diseases,DALYs,47217,36.5,34.5,38.2,59.1,56,62.6,4.3,2.9,5.8,17245.6,16311,18017.3,27925,26463.1,29548.3,2046.3,1357.6,2736.6
Botswana,Chronic respiratory diseases,DALYs,8627.1,37.4,36.5,38.1,55.2,53.3,58.4,7.4,5.1,8.6,3225.7,3145.5,3284,4762.7,4597.9,5041.6,638.7,440.1,745.2
Botswana,Digestive diseases,DALYs,13941.8,38.6,37.9,39.2,54.8,53.9,57,6.6,5,6.9,5378.6,5289.2,5468.4,7639.5,7509.2,7950.1,923.7,702.4,964.2
Botswana,Neurological disorders,DALYs,13371.5,20.4,17.7,22.7,67.7,64.8,75.7,11.9,12.5,6.6,2722.3,2369.8,3032.4,9058.8,10119.7,8665.8,1590.4,1673.3,882
Botswana,Mental disorders,DALYs,19747.2,22.4,18.8,25,73.8,72.3,87.1,3.8,-5.9,2.8,4432.3,3717.9,4933.6,14564.3,14269.2,17195.7,750.6,-1166.4,544.4
Botswana,Substance use disorders,DALYs,5753.5,34,31.8,35.8,63.7,60.6,67.9,2.3,0.3,3.5,1956.7,1827.9,2060.6,3665.4,3489.4,3906.4,131.4,19.3,203.4
Botswana,Diabetes and kidney diseases,DALYs,35016.9,-81,-986.5,1304.4,170.8,-1772.9,1344.9,10.2,-258.4,568.6,-28367.9,-345439.9,456751.6,59803,-620825.6,470945.3,3581.8,-90488.5,199090.9
Botswana,Skin and subcutaneous diseases,DALYs,4343.2,-1.3,-7.9,3.8,92.3,101.1,82.2,9,14,6.8,-55.4,-343.4,163.9,4008.6,3571.1,4389.1,390,297.5,608.2
Botswana,Musculoskeletal disorders,DALYs,16519.7,31.8,28.6,34.6,68.2,67.6,71.5,0,-0.1,-2.3,5260.9,4724.3,5723.5,11265.3,11172.2,11816,-6.5,-20.6,-375.9
Botswana,Injuries,DALYs,69061,5.3,0.4,9.4,75.8,65.5,79.1,18.8,20.4,25.1,3692.1,306.3,6473.1,52354.9,45252.2,54633.4,13014,14121.3,17335.7
Botswana,Transport injuries,DALYs,18133.8,14.4,11.1,17.1,70.6,68.6,75.7,15,13.2,14.3,2611.6,2021.6,3105.6,12805.7,12438.2,13722.1,2716.6,2390.2,2590
Botswana,Self-harm and interpersonal violence,DALYs,36897.3,131.9,325.1,88.3,6.9,-65.9,19.2,-38.8,-159.2,-7.5,48656.1,119967.3,32594.3,2552,-24322.2,7085.3,-14310.9,-2782.2,-58747.8
Botswana,Unintentional injuries,DALYs,14029.8,22.9,21.3,24.4,62.8,59.5,71.8,14.3,16.1,6.9,3216.2,2991.4,3416.9,8803.7,10068.7,8347.8,2009.9,2265.1,969.7
Botswana,Sense organ diseases,DALYs,7420.7,34.5,32.6,35.9,65.7,60.7,69.7,-0.2,-2.3,3.4,2557.8,2421.4,2662.9,4876.8,4505.6,5172.3,-13.9,-173.1,252.2
Lesotho,All causes,DALYs,584866.3,42.8,41.2,44.7,33.6,32,34.8,23.6,23.3,24,250351.3,240732.1,261615.2,196295.4,187083.9,203562.2,138219.6,136167.2,140572
Lesotho,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,348140.4,41.5,40.2,43,33.4,32,33.5,25.1,25,26.2,144400.5,140048.8,149855.6,116240.3,111277.5,116736,87499.7,87007.3,91355.6
Lesotho,HIV/AIDS and sexually transmitted infections,DALYs,530040.3,49,46.3,52.9,49.1,47.2,51.7,1.9,-4.6,6.5,259566.9,245217.8,280323.4,260416.9,250142.8,274000.8,10056.4,-24283.9,34679.7
Lesotho,Respiratory infections and tuberculosis,DALYs,30441.7,42.7,40.4,45.7,25.6,24.5,27.1,31.8,29.8,32.5,12983.7,12286.8,13922.4,7792.7,7452.4,8262.8,9665.3,9067,9892.1
Lesotho,Enteric infections,DALYs,-73604,32.7,31.5,33.6,23.1,22.4,24,44.2,42.4,46.1,-24074.5,-23202.9,-24753.7,-17017.3,-16471,-17669.6,-32512.2,-31180.7,-33930.1
Lesotho,Neglected tropical diseases and malaria,DALYs,-4677,2.5,-3.7,6.6,-15.3,-21.2,-5.6,112.8,124.9,99,-116,-307.7,174.3,716.7,259.6,991.9,-5277.6,-4628.8,-5843.3
Lesotho,Maternal and neonatal disorders,DALYs,-75598,41.5,38.1,46.1,19.3,18.4,19,39.2,35.4,42.9,-31368.2,-28834,-34876.1,-14583,-13928.2,-14335.5,-29646.8,-26793.7,-32428.5
Lesotho,Nutritional deficiencies,DALYs,-19723.6,34.2,33.1,35.3,19.6,18.8,20.3,46.2,44.4,48.1,-6738,-6526.4,-6953.7,-3864.7,-3704.8,-4008.9,-9120.9,-8761.1,-9492.4
Lesotho,Non-communicable diseases,DALYs,159561.5,-42.9,-584.6,567.6,48.2,-147.3,61.2,94.7,-528.9,831.9,-68460.5,-932815.7,905745.1,76905.7,-234992,97727.8,151116.3,-843911.3,1327369.2
Lesotho,Neoplasms,DALYs,35708.3,71,139.8,51.8,63,54.8,95.8,-34,-135.6,-6.6,25358.7,18504.7,49904.1,22495,19557.1,34207.5,-12145.4,-2353.5,-48403.3
Lesotho,Cardiovascular diseases,DALYs,40973,83.5,-807.8,793,65.2,-213.7,232.7,-48.7,-925.7,1121.5,34212.5,-330993.6,324925.7,26699.4,-87545,95338.8,-19939,-379291.6,459511.6
Lesotho,Chronic respiratory diseases,DALYs,6209.5,49.1,34.5,59.4,73.4,128.9,65.2,-22.5,-24.6,-63.4,3050.8,2141.2,3687.9,4555,4051,8005.1,-1396.3,-1529.4,-3936.9
Lesotho,Digestive diseases,DALYs,8751,49.2,36.3,63.5,59.5,46.7,71.7,-8.7,-10.1,-8,4305.5,3175.1,5553.2,5210.1,4084.4,6277.3,-764.6,-701.4,-886.7
Lesotho,Neurological disorders,DALYs,6418.8,16.7,23.3,7.2,56.8,36.2,48.3,26.4,40.6,44.4,1074.7,1494.9,465.1,3648.6,2320.7,3100.7,1695.5,2603.2,2853
Lesotho,Mental disorders,DALYs,8387.2,46.2,42.3,51.3,53.3,38.8,53.3,0.5,4.4,9.9,3875,3547.6,4303.2,4468.6,3255.1,4472.8,43.6,366.8,828.9
Lesotho,Substance use disorders,DALYs,3287.9,82.4,272.5,51.1,19.9,-73.6,50.7,-2.3,-1.8,-98.9,2708.4,1680.3,8958.1,654.8,-2419.6,1666.8,-75.3,-3250.7,-59.2
Lesotho,Diabetes and kidney diseases,DALYs,34927.2,85.8,303.2,54.9,80.8,220.1,57.2,-66.5,-12.1,-423.4,29954.4,105911.3,19189.7,28206,19974.5,76884.2,-23233.2,-147868.3,-4237
Lesotho,Skin and subcutaneous diseases,DALYs,1436.6,-6.5,-30.3,5.6,86,113.7,61.9,20.5,16.5,32.5,-93,-434.7,80.3,1235.6,1633.7,889.3,294.1,237.6,467
Lesotho,Musculoskeletal disorders,DALYs,6166.8,49.2,42.7,57,48.8,40.4,49.3,2,2.7,8,3036.5,2635.5,3514.1,3008.4,2488.5,3040.4,121.8,164.2,490.8
Lesotho,Injuries,DALYs,77164.4,49.5,46.2,54.2,42.4,40.5,42.1,8.1,13.2,3.7,38210.5,35678.5,41786.2,32695.9,31278.5,32506.8,6257.9,10207.3,2871.3
Lesotho,Transport injuries,DALYs,25135.4,49.6,46.5,53.9,43.9,38.9,44,6.5,7.2,9.6,12465.9,11680.8,13557.1,11027,11048.6,9765.6,1642.5,1812.6,2406
Lesotho,Self-harm and interpersonal violence,DALYs,45825.5,47.9,44.3,53.7,48,48.1,51.2,4.1,-4.8,7.5,21959.8,20323.3,24596,21983.6,22055.8,23447.1,1882.1,-2217.6,3446.4
Lesotho,Unintentional injuries,DALYs,6203.5,56.9,51.9,66.2,13.6,-4.7,6.2,29.6,38.5,41.8,3528.6,3222.6,4107.9,841.5,-291.1,385.1,1833.3,2386.7,2595.8
Lesotho,Sense organ diseases,DALYs,1761.3,49,44.1,52.6,67.3,51.9,75.9,-16.3,-20,-4.5,863.1,776.7,927.1,1184.7,1337.3,914.2,-286.4,-352.7,-80
Namibia,All causes,DALYs,269543.5,54.3,51.5,58.2,-63.3,-74.7,-79.6,109,121.4,123.2,146227.4,138717.7,156829.5,-170520.8,-201286,-214542.9,293836.9,327256.9,332111.8
Namibia,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,70373.1,41.9,40.4,43.5,0.5,-0.9,-8.7,57.6,57.3,68.2,29460.8,28453,30646.6,357.5,-6088.3,-613,40554.8,40339.5,48008.4
Namibia,HIV/AIDS and sexually transmitted infections,DALYs,184343.5,100.6,150.8,80.4,49.6,44.2,52.7,-50.2,-103.5,-24.6,185463,148148,278074.4,91483.4,81469.8,97094.8,-92602.9,-190825.7,-45274.3
Namibia,Respiratory infections and tuberculosis,DALYs,-12492,30.8,25.1,34.3,-43.8,-23,-66.3,113,141.1,88.7,-3849.4,-3137.9,-4286.8,5474.6,2874.7,8276.4,-14117.1,-11079.9,-17630.5
Namibia,Enteric infections,DALYs,-16899.2,29.9,23.6,33.5,-34,-23.7,-66.8,104.1,143.2,90.2,-5053.1,-3990.8,-5657,5739.9,11292.6,4003.4,-17586,-15245.6,-24201
Namibia,Neglected tropical diseases and malaria,DALYs,-18746.1,12,-0.5,17.5,-72.6,-113.2,-50.9,160.6,133.4,213.7,-2246.9,-3274.9,92.3,13604.8,21217.1,9539.2,-30104,-25010.4,-40055.5
Namibia,Maternal and neonatal disorders,DALYs,-12525.9,46.5,42.9,51.2,-7.2,-20.2,-5.7,60.6,54.5,77.4,-5829.4,-5368.8,-6410,899.7,2535.8,714,-7596.2,-6829.8,-9692.9
Namibia,Nutritional deficiencies,DALYs,-12789.9,34,32.2,35.3,2.5,-4.8,5.6,63.5,59.1,72.6,-4349.5,-4119.2,-4516.4,-315.8,-716.6,609.6,-8124.6,-7557,-9280.4
Namibia,Non-communicable diseases,DALYs,162435.6,22.3,17.5,26.5,87.2,75,91,-9.5,-1.4,-8.5,36194.5,28419.4,42967.2,141649.2,121814.7,147805.3,-15408,-13789,-2346.3
Namibia,Neoplasms,DALYs,28411.3,0.3,-6,5.9,82.9,66.1,79.6,16.8,26.4,28,80.3,-1706.9,1670.7,23565.5,18784.4,22604,4765.5,7514.3,7956.2
Namibia,Cardiovascular diseases,DALYs,28867,33,27.8,36.5,82.6,74,92.1,-15.6,-10.5,-19.9,9536.7,10538.6,8023.5,23838.1,21371.4,26598.3,-4507.8,-3043,-5754.8
Namibia,Chronic respiratory diseases,DALYs,4538.5,37.9,34.3,39.9,91.3,121.4,83.6,-29.2,-23.5,-55.6,1721.5,1554.6,1811.8,4143.1,3794,5508.9,-1326.1,-1067.3,-2525.1
Namibia,Digestive diseases,DALYs,9426.4,33.6,30.7,35.8,75.3,69.7,85.1,-9,-15.8,-5.5,3171.4,2898.1,3374.8,7101,6572.7,8017.4,-845.9,-1489,-521
Namibia,Neurological disorders,DALYs,11504.3,14.7,11.2,17.8,83.9,76.9,87.3,1.3,1.6,5.3,1694.9,1284.3,2050.8,9655.7,10039.4,8841.3,153.7,180.7,612.3
Namibia,Mental disorders,DALYs,15282.1,16.1,12.1,19.5,78.8,72.9,87.7,5.2,0.1,7.6,2456.1,1856.2,2974.7,12037.2,11145.4,13404.6,788.7,1162,21.3
Namibia,Substance use disorders,DALYs,4893.3,26.8,22.9,30.2,72.1,68,75.8,1.1,1.3,1.8,1313.4,1119.5,1477.7,3526.6,3329.6,3711.2,53.4,62.7,86
Namibia,Diabetes and kidney diseases,DALYs,17144.7,17,11.3,22.8,81,72.3,81.2,2,4.9,7.6,2917.9,1932.1,3912.2,13881.6,12396.6,13917.9,345.1,1294.7,835.8
Namibia,Skin and subcutaneous diseases,DALYs,4537.4,0.8,-2.7,4.3,93.2,81.5,97.8,6.1,14.1,4.8,34.7,-120.5,196.5,4226.8,3699.6,4439.1,275.9,218.8,641.3
Namibia,Musculoskeletal disorders,DALYs,13755.5,17.8,13.6,22.1,72.5,73.5,76.7,9.8,4.4,9.7,2444.5,1870.2,3040.5,9968.1,10104.8,10553.4,1342.9,1331.9,610.1
Namibia,Injuries,DALYs,36734.7,13.6,18.7,7.7,125.8,107.2,144.7,-39.4,-25.9,-52.4,5004.7,2823.7,6862.4,46195.7,39368.9,53151.1,-14465.7,-19240.1,-9496.6
Namibia,Transport injuries,DALYs,13670.3,12.7,17.2,7.5,106.7,101.2,115.9,-19.3,-18.4,-23.4,1731.8,1028.7,2356.2,14582.8,13831.1,15845.4,-2644.2,-2517,-3203.8
Namibia,Self-harm and interpersonal violence,DALYs,16237.3,23.1,18.2,26.9,85.6,87.6,97.4,-8.7,-14.5,-15.5,3749.5,2949.9,4374.3,13894.5,14222.1,15812,-1406.8,-2359.1,-2524.6
Namibia,Unintentional injuries,DALYs,6827.1,-55.1,-2,-424.2,493.9,2134.3,214.2,-338.8,-112.2,-1610.1,-3759.9,-135.2,-28958.1,33718.3,145712.1,14622.8,-23131.3,-109926.9,-7660.5
Namibia,Sense organ diseases,DALYs,6353.2,26.8,23.1,30.1,77.7,74.7,85.2,-4.5,-4.8,-8.3,1703.2,1470.6,1912.9,4937.5,4747.3,5412.8,-287.5,-306.9,-530.2
South Africa,All causes,DALYs,8169299.6,41.1,38.5,43.9,-22,-3.4,-6.3,80.9,62.4,64.9,3355254.8,3147709.3,3582545.3,-1794781,-278579.3,-512132.2,6608825.8,5098886.5,5300169.6
South Africa,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,4622370.2,42.2,40.9,43.5,22.3,21.1,21.1,35.5,35.4,37.9,1950110.1,1891767.9,2009941.4,1031503.1,975035.4,977275.7,1640756.9,1637393.3,1753326.5
South Africa,HIV/AIDS and sexually transmitted infections,DALYs,7364300.4,59.5,54.1,67.3,46.5,44.7,50.4,-6,-17.7,1.2,4382252.6,3984232.3,4959146.4,3426305,3289882.3,3711784.4,-444257.2,-1306630.4,90185.8
South Africa,Respiratory infections and tuberculosis,DALYs,-829146.7,27.2,22.8,29.4,1.7,-7.6,6.7,71.1,63.9,84.8,-225140.9,-189259.9,-243659.6,-14123.8,-55352.5,63359.6,-589882,-530134.6,-703246.5
South Africa,Enteric infections,DALYs,-942477,31.3,29.3,32.6,16.5,14.1,20.1,52.1,47.3,56.6,-295259,-276050.6,-307301.1,-155720.2,-132898.2,-189544.5,-491497.8,-445631.4,-533528.2
South Africa,Neglected tropical diseases and malaria,DALYs,-52557.4,16.6,12.7,18.9,-35.8,-27.9,-38.3,119.2,108.9,125.6,-8715.9,-6699.5,-9958.5,18796.7,14643.9,20136.4,-62638.2,-57242.7,-65994.3
South Africa,Maternal and neonatal disorders,DALYs,-216365.4,59.4,50,81,-14.4,-16.3,-30.2,55,49.1,66.3,-128567.8,-108190.9,-175306.3,31241.1,35218.1,65266.9,-119038.7,-106326,-143392.6
South Africa,Nutritional deficiencies,DALYs,-275743.6,32.1,30.4,33.3,12.6,11.6,17,55.4,49.6,58,-88379.3,-83758.7,-91912.9,-34655.1,-31970.7,-46934.4,-152709.2,-136896.3,-160014.3
South Africa,Non-communicable diseases,DALYs,3969112.9,40.2,37.7,42.3,66.5,66.9,70.9,-6.7,-8.7,-9.2,1593831.3,1498080,1677888.1,2639463.3,2655792.9,2815768.2,-264181.7,-344735.2,-364568.1
South Africa,Neoplasms,DALYs,629727.6,44.7,42.8,46.7,53.5,55.8,56,1.8,-2.7,1.4,281773.9,269427.4,293997.1,336889.8,351377.9,352507,11063.9,-16776.6,8922.3
South Africa,Cardiovascular diseases,DALYs,718603.2,44.9,43.1,46.9,55.4,49.7,60.7,-0.3,-3.9,3.4,322470.2,309914,337076.3,397966.2,356861.9,436466.2,-1833.2,-27777,24665
South Africa,Chronic respiratory diseases,DALYs,144254.1,43.3,42.4,44.3,61.1,56.3,57.1,-4.4,-0.6,0.4,62485.2,61218.9,63915.1,88080.1,81202.9,82400.8,-6311.2,-864,634.5
South Africa,Digestive diseases,DALYs,106624.8,45.1,44.1,46.5,62.3,56.3,61.8,-7.4,-0.4,-8.2,48098.4,47019.7,49529.5,66418.9,60013.1,65861.6,-7892.5,-408,-8766.4
South Africa,Neurological disorders,DALYs,228226.7,25.4,19.2,29.6,94.3,109.4,83.5,-19.8,-13.1,-28.6,57996.7,43864.5,67669.2,215328.5,190531.7,249639.4,-45098.5,-29974.2,-65277.2
South Africa,Mental disorders,DALYs,375318.5,22.7,18.4,26.5,77.7,72.6,85.8,-0.4,-4.2,1,85046,68988.3,99313.3,291786.6,272416.4,322000.2,-1514.1,-15670.1,3588.7
South Africa,Substance use disorders,DALYs,8627.2,46.1,44.8,47.7,72.7,65.3,79.6,-18.8,-10.1,-27.3,3981.3,3868.2,4114.2,6270.6,5632.1,6864.5,-1624.6,-2351.4,-873.1
South Africa,Diabetes and kidney diseases,DALYs,769274.1,36.8,30.6,47.8,16,27.6,3.9,47.3,41.8,48.3,282893.6,235564.1,367873.2,122894.2,211967.4,30071.8,363486.3,321742.7,371329.1
South Africa,Skin and subcutaneous diseases,DALYs,81055.4,3.1,-6.3,9.1,89.2,109.2,74.8,7.7,-2.9,16.1,2506.5,-5104.9,7360.3,72282.1,60629.5,88502.9,6266.9,-2342.6,13065.6
South Africa,Musculoskeletal disorders,DALYs,363745.1,38.8,35.8,41.3,58.4,53.5,63.4,2.7,0.8,5.2,141227.2,130341.5,150362.9,212530.2,194452.5,230658.8,9987.7,18929.7,2744.8
South Africa,Injuries,DALYs,-422183.5,59.4,51.3,81.3,135.1,227.6,80.1,-94.5,-209,-31.4,-250742.1,-216607.8,-343398.2,-570461.5,-338092.5,-960960.9,399020,132516.7,882175.6
South Africa,Transport injuries,DALYs,-86947.6,66.5,109.4,55.1,166.9,119.2,351.6,-133.5,-361,-74.3,-57824.9,-47898.2,-95138.6,-145158.8,-103627.4,-305727.3,116036.2,313918.3,64578
South Africa,Self-harm and interpersonal violence,DALYs,-191540.2,46.7,44.3,49.8,77.1,70.2,91.2,-23.8,-14.5,-41,-89388.3,-84829.1,-95339.9,-147710.6,-134501.3,-174651,45558.7,27790.2,78450.7
South Africa,Unintentional injuries,DALYs,-143695.8,21.8,15.7,25.3,-40.8,-24.1,-63.1,119,147.4,98.8,-31305.9,-22527.1,-36374,58632.6,34698.3,90653.1,-171022.5,-142020,-211821.8
South Africa,Sense organ diseases,DALYs,210980.6,37.9,35.7,39.6,58.6,54.1,61.4,3.5,3,6.3,80029.4,75225.8,83649.7,123542.8,114045.7,129512.5,7408.4,13285.2,6242.3
Eswatini,All causes,DALYs,220267.3,43.6,41.6,45.9,19,17.7,19.7,37.4,36.4,38.7,96091,101120.8,91550.8,41796.9,38972.8,43409.4,82379.3,80173.7,85307.1
Eswatini,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,104209.3,42.5,41.1,44.3,24,23.4,25,33.4,32.3,33.8,44329.1,42865,46150.8,25031.4,24436.8,26082.5,34848.8,33621.6,35261.8
Eswatini,HIV/AIDS and sexually transmitted infections,DALYs,178193.9,52.2,49.1,56.5,45.4,44.1,47.2,2.3,-3.7,6.8,93056.6,100716.4,87551.6,80955.6,78589,84070.9,4181.8,-6593.3,12053.4
Eswatini,Respiratory infections and tuberculosis,DALYs,-5554.7,38,35.9,40.2,9,6.1,6.5,52.9,53.6,57.5,-2112.2,-1996.4,-2235.7,-501.9,-339.1,-362.4,-2940.5,-2979.9,-3195.8
Eswatini,Enteric infections,DALYs,-9802.9,41.8,38.9,45.6,1.2,-0.1,-2,57.1,56.3,61.1,-4093.9,-3817.6,-4474.5,-113.6,194.7,6.5,-5595.4,-5523.1,-5991.8
Eswatini,Neglected tropical diseases and malaria,DALYs,-5232.5,16.2,13.4,18.3,-8.2,-12.1,-5,92,86.7,98.7,-849.1,-702,-956.7,428.2,259.5,633.4,-4811.6,-4535.3,-5163.9
Eswatini,Maternal and neonatal disorders,DALYs,-14933.7,50.6,45.7,59.5,5.1,0.1,6.7,44.3,40.5,47.6,-7549.5,-6821.5,-8878.5,-761.9,-1000.7,-11.6,-6622.2,-6043.6,-7111.5
Eswatini,Nutritional deficiencies,DALYs,-7450,36.5,35.5,37.5,18.3,16,16.6,45.2,45.9,48.5,-2718.3,-2643.1,-2794,-1362.3,-1194.7,-1235,-3369.4,-3421,-3612.2
Eswatini,Non-communicable diseases,DALYs,91852.6,33.9,28.2,38.6,66.5,72.5,88.5,-0.4,-11.2,-16.7,31167.2,25942.8,35469.1,61076.8,66636.8,81294.2,-391.4,-10253.3,-15384.3
Eswatini,Neoplasms,DALYs,17479.7,44.7,-71.2,183,-2.3,-474.6,242.6,57.7,-71.3,391.5,7810,-12452.1,31995.8,-410.7,-82953.4,42400.8,10080.4,-12469,68437.3
Eswatini,Cardiovascular diseases,DALYs,17434.6,44.8,42.6,47,52,51,55.5,3.2,1.8,2,7808.8,7432.8,8202.9,9071.9,8890.6,9681.6,553.9,320.2,341.1
Eswatini,Chronic respiratory diseases,DALYs,3017.4,44,43.4,44.6,50.5,54.3,59.7,5.5,-3.1,1.1,1326.5,1309.8,1344.3,1523.9,1639.2,1801.9,166.9,-94.4,33.8
Eswatini,Digestive diseases,DALYs,5537.3,41.1,38.4,43.5,60.9,56.5,67.5,-2,-6,0,2273.5,2128.7,2408.1,3374.7,3128.3,3739.2,-110.9,-330.6,1
Eswatini,Neurological disorders,DALYs,4811.1,20.9,16,24.5,70.2,65.3,83.1,8.9,0.9,10.2,1006.9,1176.5,771.3,3375.6,3141.9,3997.8,428.5,41.9,492.7
Eswatini,Mental disorders,DALYs,6871.4,29.2,24.8,32.3,68.1,63.5,72.1,2.8,3.1,4.2,2003.3,1704.8,2218.3,4677.7,4366.2,4952.3,190.5,214.3,286.9
Eswatini,Substance use disorders,DALYs,2258.1,39.9,35.4,44.2,60.7,55.8,59.9,-0.6,0,4.7,901.3,798.9,997.5,1369.7,1259.5,1353,-12.9,1.1,106.2
Eswatini,Diabetes and kidney diseases,DALYs,19537.5,41.1,36.9,46.8,35.2,29.8,35.6,23.6,23.3,27.5,8036.6,7206.5,9151,6881.4,5826.9,6956.5,4619.6,4559.6,5374.5
Eswatini,Skin and subcutaneous diseases,DALYs,1567.7,-1.2,-9.6,5.3,94.5,108.9,77.6,6.8,0.7,17.1,-19.1,-150.9,83.4,1480.8,1216.3,1707.4,106,11.2,268
Eswatini,Musculoskeletal disorders,DALYs,5198.8,42.2,38.4,46.1,58.1,56.7,61.2,-0.3,-2.8,0.3,2194.5,1997.3,2397.3,3021.9,2947,3183.5,-17.7,-145.6,18
Eswatini,Injuries,DALYs,24205.4,52.7,48.4,59.3,-41,-21.3,-35.1,88.3,72.9,75.8,12755.9,11719,14351.7,-9913.2,-5148.3,-8490.7,21362.7,17634.7,18344.4
Eswatini,Transport injuries,DALYs,11191.3,62.1,55.1,74.1,-3.6,-21.4,1.6,41.5,43.3,47.2,6944.5,6164.1,8295.9,-400,-2391.8,183.4,4646.8,4843.8,5287.2
